x,h,j
9.01135729209776e-10,-1.3534093374307246e-19,-8.120456024584348e-20
9.034944994224513e-10,-1.360503850811043e-19,-8.163023104866258e-20
9.058594438403351e-10,-1.3676355533245352e-19,-8.205813319947213e-20
9.08230578624742e-10,-1.374804639915056e-19,-8.248827839490337e-20
9.106079199792786e-10,-1.3820113065483136e-19,-8.292067839289882e-20
9.129914841499652e-10,-1.3892557502172601e-19,-8.335534501303561e-20
9.153812874253581e-10,-1.3965381689475102e-19,-8.379229013685061e-20
9.17777346136635e-10,-1.4038587618026743e-19,-8.423152570816047e-20
9.201796766577359e-10,-1.4112177288898924e-19,-8.467306373339355e-20
9.225882954054498e-10,-1.4186152713652224e-19,-8.511691628191335e-20
9.250032188395368e-10,-1.4260515914391733e-19,-8.556309548635042e-20
9.274244634628532e-10,-1.4335268923822684e-19,-8.601161354293611e-20
9.298520458214407e-10,-1.4410413785305308e-19,-8.646248271183187e-20
9.322859825046512e-10,-1.4485952552911043e-19,-8.691571531746627e-20
9.347262901452717e-10,-1.4561887291479043e-19,-8.737132374887427e-20
9.371729854196107e-10,-1.463822007667176e-19,-8.782932046003058e-20
9.396260850476438e-10,-1.4714952995032697e-19,-8.82897179701962e-20
9.420856057930997e-10,-1.4792088144042526e-19,-8.875252886425517e-20
9.44551564463588e-10,-1.4869627632176857e-19,-8.921776579306115e-20
9.470239779107234e-10,-1.4947573578964172e-19,-8.968544147378505e-20
9.495028630302203e-10,-1.5025928115043087e-19,-9.015556869025853e-20
9.519882367620176e-10,-1.5104693382220918e-19,-9.062816029332553e-20
9.544801160904077e-10,-1.5183871533532636e-19,-9.110322920119582e-20
9.569785180441279e-10,-1.526346473329892e-19,-9.158078839979353e-20
9.594834596964898e-10,-1.5343475157185762e-19,-9.206085094311457e-20
9.619949581655066e-10,-1.5423904992264248e-19,-9.254342995358549e-20
9.645130306139834e-10,-1.5504756437069512e-19,-9.302853862241709e-20
9.67037694249665e-10,-1.558603170166181e-19,-9.351619020997087e-20
9.695689663253272e-10,-1.566773300768606e-19,-9.400639804611635e-20
9.721068641389057e-10,-1.5749862588432947e-19,-9.449917553059769e-20
9.746514050336262e-10,-1.5832422688900361e-19,-9.499453613340218e-20
9.772026063980992e-10,-1.5915415565853972e-19,-9.549249339512384e-20
9.797604856664513e-10,-1.5998843487889342e-19,-9.599306092733606e-20
9.82325060318455e-10,-1.608270873549427e-19,-9.649625241296564e-20
9.848963478796216e-10,-1.6167013601110275e-19,-9.700208160666166e-20
9.874743659213524e-10,-1.6251760389196284e-19,-9.751056233517772e-20
9.900591320610308e-10,-1.6336951416290692e-19,-9.802170849774416e-20
9.92650663962154e-10,-1.642258901107508e-19,-9.85355340664505e-20
9.952489793344669e-10,-1.65086755144383e-19,-9.905205308662981e-20
9.978540959340587e-10,-1.6595213279539628e-19,-9.957127967723778e-20
1.0004660315634957e-9,-1.6682204671873493e-19,-1.0009322803124097e-19
1.0030848040719553e-9,-1.676965206933455e-19,-1.006179124160073e-19
1.0057104313553248e-9,-1.6857557862281892e-19,-1.0114534717369135e-19
1.0083429313563337e-9,-1.6945924453604731e-19,-1.016755467216284e-19
1.010982322064691e-9,-1.7034754258788576e-19,-1.0220852555273147e-19
1.0136286215171775e-9,-1.7124049705980223e-19,-1.0274429823588134e-19
1.0162818477978027e-9,-1.721381323605527e-19,-1.0328287941633163e-19
1.0189420190379001e-9,-1.7304047302683872e-19,-1.0382428381610325e-19
1.0216091534162624e-9,-1.7394754372398206e-19,-1.0436852623438924e-19
1.024283269159279e-9,-1.7485936924660335e-19,-1.0491562154796201e-19
1.0269643845410355e-9,-1.7577597451929128e-19,-1.0546558471157477e-19
1.0296525178834503e-9,-1.7669738459728815e-19,-1.060184307583729e-19
1.0323476875564132e-9,-1.7762362466717896e-19,-1.0657417480030738e-19
1.035049911977886e-9,-1.7855472004757158e-19,-1.0713283202854295e-19
1.0377592096140397e-9,-1.7949069618979274e-19,-1.0769441771387564e-19
1.040475598979395e-9,-1.8043157867858842e-19,-1.0825894720715307e-19
1.0431990986369176e-9,-1.813773932328129e-19,-1.0882643593968775e-19
1.0459297271981802e-9,-1.8232816570614326e-19,-1.0939689942368596e-19
1.0486675033234594e-9,-1.8328392208777625e-19,-1.0997035325266577e-19
1.0514124457218762e-9,-1.8424468850314288e-19,-1.1054681310188573e-19
1.0541645731515361e-9,-1.8521049121462672e-19,-1.1112629472877605e-19
1.0569239044196325e-9,-1.861813566222734e-19,-1.1170881397336405e-19
1.0596904583825874e-9,-1.8715731126451634e-19,-1.122943867587098e-19
1.0624642539461935e-9,-1.881383818189069e-19,-1.1288302909134417e-19
1.0652453100657174e-9,-1.891245951028344e-19,-1.1347475706170064e-19
1.0680336457460423e-9,-1.9011597807426378e-19,-1.1406958684455827e-19
1.0708292800418103e-9,-1.9111255783247695e-19,-1.1466753469948617e-19
1.0736322320575228e-9,-1.9211436161880309e-19,-1.1526861697128186e-19
1.076442520947706e-9,-1.9312141681737536e-19,-1.1587285009042522e-19
1.0792601659170106e-9,-1.941337509558689e-19,-1.1648025057352133e-19
1.0820851862203564e-9,-1.9515139170625722e-19,-1.1709083502375433e-19
1.0849176011630776e-9,-1.9617436688557446e-19,-1.1770462013134469e-19
1.0877574301010276e-9,-1.9720270445666534e-19,-1.1832162267399922e-19
1.0906046924407248e-9,-1.9823643252895464e-19,-1.1894185951737278e-19
1.0934594076394984e-9,-1.9927557935922046e-19,-1.1956534761553228e-19
1.0963215952055949e-9,-2.003201733523567e-19,-1.2019210401141404e-19
1.099191274698325e-9,-2.0137024306215474e-19,-1.2082214583729286e-19
1.1020684657282097e-9,-2.0242581719208835e-19,-1.21455490315253e-19
1.104953187957084e-9,-2.0348692459608717e-19,-1.2209215475765232e-19
1.107845461098267e-9,-2.0455359427933862e-19,-1.2273215656760318e-19
1.1107453049166644e-9,-2.0562585539906896e-19,-1.2337551323944138e-19
1.1136527392289181e-9,-2.0670373726534546e-19,-1.2402224235920728e-19
1.1165677839035545e-9,-2.0778726934188243e-19,-1.2467236160512948e-19
1.1194904588610929e-9,-2.0887648124683672e-19,-1.2532588874810204e-19
1.1224207840741961e-9,-2.0997140275362218e-19,-1.2598284165217331e-19
1.12535877956782e-9,-2.1107206379172886e-19,-1.266432382750373e-19
1.1283044654193231e-9,-2.1217849444753074e-19,-1.2730709666851846e-19
1.1312578617586175e-9,-2.132907249651132e-19,-1.2797443497906794e-19
1.1342189887683199e-9,-2.14408785747105e-19,-1.2864527144826302e-19
1.1371878666838578e-9,-2.1553270735549726e-19,-1.2931962441329836e-19
1.140164515793645e-9,-2.166625205124928e-19,-1.2999751230749567e-19
1.1431489564391864e-9,-2.177982561013335e-19,-1.3067895366080012e-19
1.146141209015233e-9,-2.1893994516715e-19,-1.3136396710029e-19
1.1491412939699328e-9,-2.200876189178152e-19,-1.3205257135068916e-19
1.152149231804945e-9,-2.212413087247875e-19,-1.327447852348725e-19
1.1551650430755924e-9,-2.2240104612397256e-19,-1.3344062767438354e-19
1.1581887483910168e-9,-2.2356686281659163e-19,-1.3414011768995502e-19
1.1612203684142913e-9,-2.2473879067003703e-19,-1.3484327440202225e-19
1.1642599238625754e-9,-2.2591686171874833e-19,-1.3555011703124902e-19
1.1673074355072716e-9,-2.2710110816509387e-19,-1.3626066489905632e-19
1.1703629241741333e-9,-2.28291562380238e-19,-1.369749374281428e-19
1.1734264107434456e-9,-2.2948825690504093e-19,-1.3769295414302456e-19
1.1764979161501342e-9,-2.306912244509347e-19,-1.3841473467056082e-19
1.1795774613839234e-9,-2.3190049790082355e-19,-1.3914029874049416e-19
1.1826650674894936e-9,-2.3311611030998804e-19,-1.3986966618599284e-19
1.1857607555665962e-9,-2.343380949069775e-19,-1.4060285694418653e-19
1.188864546770212e-9,-2.355664850945236e-19,-1.413398910567142e-19
1.1919764623107117e-9,-2.368013144504599e-19,-1.4208078867027594e-19
1.1950965234539693e-9,-2.380426167286273e-19,-1.428255700371764e-19
1.1982247515215242e-9,-2.3929042585980306e-19,-1.4357425551588185e-19
1.2013611678907404e-9,-2.4054477595263396e-19,-1.443268655715804e-19
1.204505793994919e-9,-2.4180570129455503e-19,-1.4508342077673304e-19
1.2076586513234831e-9,-2.4307323635274235e-19,-1.4584394181164543e-19
1.2108197614220911e-9,-2.4434741577504157e-19,-1.4660844946502496e-19
1.2139891458927978e-9,-2.4562827439092076e-19,-1.4737696463455248e-19
1.2171668263942182e-9,-2.469158472124288e-19,-1.4814950832745729e-19
1.220352824641644e-9,-2.482101694351398e-19,-1.4892610166108391e-19
1.2235471624072086e-9,-2.4951127643912203e-19,-1.4970676586347323e-19
1.2267498615200496e-9,-2.508192037899101e-19,-1.504915222739461e-19
1.2299609438664287e-9,-2.52133987239466e-19,-1.5128039234367964e-19
1.233180431389896e-9,-2.5345566272716165e-19,-1.52073397636297e-19
1.2364083460914554e-9,-2.5478426638076797e-19,-1.5287055982846081e-19
1.2396447100296786e-9,-2.5611983451742765e-19,-1.536719007104566e-19
1.2428895453208979e-9,-2.574624036446647e-19,-1.5447744218679883e-19
1.2461428741393205e-9,-2.588120104613677e-19,-1.5528720627682065e-19
1.2494047187171959e-9,-2.601686918587992e-19,-1.5610121511527955e-19
1.2526751013449832e-9,-2.615324849216106e-19,-1.569194909529664e-19
1.2559540443714723e-9,-2.6290342692884303e-19,-1.5774205615730584e-19
1.2592415702039522e-9,-2.642815553549525e-19,-1.5856893321297151e-19
1.26253770130838e-9,-2.6566690787084135e-19,-1.5940014472250484e-19
1.2658424602095028e-9,-2.670595223448744e-19,-1.6023571340692468e-19
1.2691558694910273e-9,-2.684594368439209e-19,-1.6107566210635256e-19
1.2724779517957902e-9,-2.6986668963440155e-19,-1.6192001378064095e-19
1.275808729825876e-9,-2.7128131918331917e-19,-1.6276879150999154e-19
1.279148226342814e-9,-2.7270336415932773e-19,-1.6362201849559666e-19
1.282496464167697e-9,-2.7413286343377416e-19,-1.644797180602645e-19
1.285853466181354e-9,-2.7556985608176708e-19,-1.6534191364906027e-19
1.2892192553245206e-9,-2.770143813832519e-19,-1.6620862882995117e-19
1.2925938545979605e-9,-2.784664788240689e-19,-1.6707988729444137e-19
1.2959772870626643e-9,-2.799261880970506e-19,-1.6795571285823035e-19
1.2993695758399695e-9,-2.813935491030904e-19,-1.6883612946185424e-19
1.302770744111741e-9,-2.828686019522432e-19,-1.6972116117134593e-19
1.3061808151205173e-9,-2.843513869648165e-19,-1.706108321788899e-19
1.309599812169692e-9,-2.8584194467248204e-19,-1.7150516680348926e-19
1.3130277586236353e-9,-2.8734031581936786e-19,-1.7240418949162074e-19
1.3164646779078956e-9,-2.888465413631899e-19,-1.7330792481791394e-19
1.3199105935093239e-9,-2.903606624763559e-19,-1.7421639748581357e-19
1.323365528976248e-9,-2.918827205470975e-19,-1.751296323282585e-19
1.326829507918652e-9,-2.9341275718060865e-19,-1.760476543083652e-19
1.3303025540082979e-9,-2.949508142001667e-19,-1.7697048852010005e-19
1.3337846909789318e-9,-2.9649693364829406e-19,-1.7789816018897646e-19
1.3372759426264081e-9,-2.9805115778789135e-19,-1.7883069467273483e-19
1.3407763328088733e-9,-2.996135291034018e-19,-1.797681174620411e-19
1.3442858854469181e-9,-3.011840903019674e-19,-1.8071045418118047e-19
1.3478046245237634e-9,-3.0276288431460717e-19,-1.816577305887643e-19
1.3513325740853855e-9,-3.043499542973723e-19,-1.826099725784234e-19
1.3548697582407242e-9,-3.059453436325464e-19,-1.8356720617952786e-19
1.3584162011618093e-9,-3.075490959298135e-19,-1.8452945755788811e-19
1.3619719270839418e-9,-3.0916125502745764e-19,-1.854967530164746e-19
1.3655369603058768e-9,-3.1078186499356895e-19,-1.8646911899614139e-19
1.3691113251899505e-9,-3.124109701272304e-19,-1.8744658207633826e-19
1.372695046162291e-9,-3.140486149597491e-19,-1.884291689758495e-19
1.3762881477129464e-9,-3.1569484425585546e-19,-1.8941690655351328e-19
1.3798906543960684e-9,-3.1734970301493495e-19,-1.90409821808961e-19
1.3835025908300977e-9,-3.1901323647226545e-19,-1.9140794188335928e-19
1.3871239816978982e-9,-3.206854901002385e-19,-1.924112940601431e-19
1.3907548517469425e-9,-3.2236650960961e-19,-1.93419905765766e-19
1.3943952257894978e-9,-3.2405634095075737e-19,-1.9443380457045445e-19
1.3980451287027616e-9,-3.2575503031492016e-19,-1.9545301818895212e-19
1.401704585429049e-9,-3.274626241354703e-19,-1.9647757448128221e-19
1.4053736209759801e-9,-3.2917916908918965e-19,-1.975075014535138e-19
1.409052260416611e-9,-3.309047120975268e-19,-1.9854282725851608e-19
1.41274052888965e-9,-3.326393003279013e-19,-1.9958358019674078e-19
1.4164384515995907e-9,-3.343829811949743e-19,-2.0062978871698463e-19
1.4201460538169012e-9,-3.3613580236195276e-19,-2.0168148141717166e-19
1.4238633608782127e-9,-3.3789781174189986e-19,-2.0273868704513993e-19
1.4275903981864598e-9,-3.396690574990291e-19,-2.038014344994175e-19
1.4313271912110701e-9,-3.4144958805002855e-19,-2.0486975283001714e-19
1.4350737654881565e-9,-3.4323945206539273e-19,-2.0594367123923566e-19
1.4388301466206565e-9,-3.4503869847073664e-19,-2.07023219082442e-19
1.4425963602785244e-9,-3.46847376448141e-19,-2.081084258688846e-19
1.446372432198925e-9,-3.486655354375056e-19,-2.0919932126250339e-19
1.4501583881863676e-9,-3.5049322513788055e-19,-2.1029593508272836e-19
1.4539542541129298e-9,-3.523304955088477e-19,-2.1139829730530863e-19
1.457760055918393e-9,-3.5417739677186604e-19,-2.1250643806311963e-19
1.4615758196104377e-9,-3.5603397941165375e-19,-2.1362038764699226e-19
1.465401571264838e-9,-3.57900294177576e-19,-2.1474017650654563e-19
1.4692373370256055e-9,-3.597763920850154e-19,-2.1586583525100925e-19
1.4730831431051845e-9,-3.616623244167749e-19,-2.1699739465006496e-19
1.4769390157846504e-9,-3.6355814272448867e-19,-2.181348856346932e-19
1.4808049814138524e-9,-3.654638988300133e-19,-2.1927833929800796e-19
1.4846810664116114e-9,-3.6737964482685328e-19,-2.20427786896112e-19
1.4885672972659198e-9,-3.693054330815942e-19,-2.2158325984895655e-19
1.4924637005340789e-9,-3.7124131623531277e-19,-2.227447897411877e-19
1.4963703028429298e-9,-3.731873472050402e-19,-2.239124083230241e-19
1.5002871308889921e-9,-3.751435791851873e-19,-2.250861475111124e-19
1.5042142114386655e-9,-3.771100656490077e-19,-2.2626603938940463e-19
1.5081515713284301e-9,-3.7908686035006877e-19,-2.2745211621004125e-19
1.5120992374649937e-9,-3.8107401732370255e-19,-2.2864441039422156e-19
1.5160572368254935e-9,-3.8307159088849177e-19,-2.2984295453309507e-19
1.5200255964576998e-9,-3.850796356477643e-19,-2.310477813886586e-19
1.5240043434801627e-9,-3.8709820649106696e-19,-2.3225892389464017e-19
1.527993505082417e-9,-3.8912735859567507e-19,-2.3347641515740506e-19
1.5319931085251862e-9,-3.911671474281105e-19,-2.347002884568663e-19
1.5360031811405249e-9,-3.9321762874563534e-19,-2.359305772473812e-19
1.540023750332056e-9,-3.9527885859780173e-19,-2.3716731515868105e-19
1.544054843575114e-9,-3.973508933279616e-19,-2.38410535996777e-19
1.5480964884169516e-9,-3.9943378957481614e-19,-2.3966027374488973e-19
1.5521487124769465e-9,-4.015276042739738e-19,-2.409165625643843e-19
1.5562115434467534e-9,-4.0363239465948775e-19,-2.4217943679569264e-19
1.5602850090905103e-9,-4.0574821826542894e-19,-2.434489309592574e-19
1.564369137245049e-9,-4.0787513292746986e-19,-2.4472507975648193e-19
1.5684639558200467e-9,-4.100131967844449e-19,-2.4600791807066695e-19
1.5725694927982348e-9,-4.1216246827994963e-19,-2.4729748096796977e-19
1.5766857762356113e-9,-4.1432300616394873e-19,-2.4859380369836925e-19
1.5808128342615857e-9,-4.16494869494358e-19,-2.498969216966148e-19
1.584950695079224e-9,-4.1867811763868584e-19,-2.5120687058321153e-19
1.5890993869653955e-9,-4.2087281027563257e-19,-2.5252368616537956e-19
1.593258938270986e-9,-4.2307900739673153e-19,-2.5384740443803895e-19
1.5974293774211102e-9,-4.252967693079993e-19,-2.551780615847996e-19
1.6016107329152682e-9,-4.2752615663156373e-19,-2.5651569397893825e-19
1.6058030333275584e-9,-4.297672303073313e-19,-2.5786033818439877e-19
1.6100063073068935e-9,-4.320200515946632e-19,-2.5921203095679795e-19
1.6142205835771563e-9,-4.342846820740292e-19,-2.6057080924441754e-19
1.618445890937416e-9,-4.365611836487011e-19,-2.6193671018922066e-19
1.622682258262145e-9,-4.388496185464557e-19,-2.633097711278735e-19
1.6269297145013685e-9,-4.411500493212506e-19,-2.6469002959275046e-19
1.6311882886809179e-9,-4.434625388549635e-19,-2.660775233129782e-19
1.6354580099025803e-9,-4.457871503590847e-19,-2.6747229021545087e-19
1.639738907344319e-9,-4.481239473764568e-19,-2.688743684258741e-19
1.6440310102604915e-9,-4.50472993783022e-19,-2.7028379626981326e-19
1.6483343479820104e-9,-4.528343537895465e-19,-2.71700612273728e-19
1.6526489499165635e-9,-4.552080919433867e-19,-2.7312485516603205e-19
1.6569748455488348e-9,-4.575942731302642e-19,-2.7455656387815853e-19
1.6613120644406662e-9,-4.59992962576018e-19,-2.7599577754561083e-19
1.6656606362312785e-9,-4.624042258483978e-19,-2.7744253550903875e-19
1.6700205906374958e-9,-4.648281288588683e-19,-2.7889687731532106e-19
1.6743919574539003e-9,-4.6726473786438395e-19,-2.803588427186304e-19
1.6787747665530897e-9,-4.697141194692301e-19,-2.818284716815381e-19
1.683169047885835e-9,-4.72176340626818e-19,-2.8330580437609086e-19
1.6875748314813045e-9,-4.746514686415255e-19,-2.8479088118491534e-19
1.6919921474472902e-9,-4.771395711705487e-19,-2.8628374270232924e-19
1.6964210259703723e-9,-4.796407162257284e-19,-2.877844297354371e-19
1.7008614973161458e-9,-4.821549721754203e-19,-2.892929833052522e-19
1.7053135918294483e-9,-4.846824077463757e-19,-2.9080944464782546e-19
1.7097773399345256e-9,-4.87223092025597e-19,-2.9233385521535824e-19
1.7142527721352608e-9,-4.897770944622376e-19,-2.9386625667734264e-19
1.7187399190154033e-9,-4.923444848695125e-19,-2.954066909217075e-19
1.7232388112387292e-9,-4.949253334265781e-19,-2.969552000559469e-19
1.727749479549307e-9,-4.975197106804835e-19,-2.9851182640829015e-19
1.7322719547716578e-9,-5.001276875480701e-19,-3.0007661252884205e-19
1.7368062678109873e-9,-5.027493353179218e-19,-3.016496011907531e-19
1.7413524496534195e-9,-5.053847256523274e-19,-3.032308353913965e-19
1.7459105313661638e-9,-5.080339305892133e-19,-3.0482035835352803e-19
1.7504805440977503e-9,-5.106970225441259e-19,-3.064182135264756e-19
1.7550625190782631e-9,-5.133740743122231e-19,-3.080244445873339e-19
1.7596564876195115e-9,-5.160651590702393e-19,-3.096390954421436e-19
1.7642624811152648e-9,-5.187703503784984e-19,-3.1126221022709905e-19
1.7688805310414891e-9,-5.2148972218293675e-19,-3.128938333097621e-19
1.7735106689565113e-9,-5.242233488170954e-19,-3.1453400929025725e-19
1.778152926501293e-9,-5.269713050041853e-19,-3.1618278300251125e-19
1.7828073353995958e-9,-5.297336658591012e-19,-3.178401995154607e-19
1.7874739274582201e-9,-5.325105068904857e-19,-3.1950630413429146e-19
1.792152734567244e-9,-5.353019040028084e-19,-3.211811424016851e-19
1.7968437887001904e-9,-5.38107933498409e-19,-3.2286476009904546e-19
1.8015471219143038e-9,-5.409286720796185e-19,-3.2455720324777116e-19
1.8062627663507183e-9,-5.437641968508249e-19,-3.2625851811049493e-19
1.8109907542347063e-9,-5.466145853205983e-19,-3.27968751192359e-19
1.8157311178758843e-9,-5.494799154038013e-19,-3.2968794924228084e-19
1.820483889668463e-9,-5.52360265423736e-19,-3.3141615925424164e-19
1.8252491020914174e-9,-5.552557141142542e-19,-3.331534284685526e-19
1.830026787708767e-9,-5.581663406219448e-19,-3.3489980437316693e-19
1.834816979169748e-9,-5.610922245082665e-19,-3.3665533470495995e-19
1.839619709209056e-9,-5.640334457517352e-19,-3.3842006745104116e-19
1.8444350106470955e-9,-5.669900847501252e-19,-3.401940508500752e-19
1.8492629163901495e-9,-5.699622223226335e-19,-3.4197733339358013e-19
1.8541034594306648e-9,-5.729499397121264e-19,-3.437699638272759e-19
1.8589566728474253e-9,-5.759533185873282e-19,-3.4557199115239696e-19
1.8638225898058082e-9,-5.789724410450717e-19,-3.4738346462704304e-19
1.8687012435579943e-9,-5.820073896125323e-19,-3.4920443376751945e-19
1.8735926674432278e-9,-5.850582472495049e-19,-3.5103494834970293e-19
1.878496894887988e-9,-5.881250973506355e-19,-3.5287505841038137e-19
1.883413959406283e-9,-5.912080237477419e-19,-3.5472481424864515e-19
1.8883438945998193e-9,-5.943071107120688e-19,-3.5658426642724135e-19
1.8932867341582596e-9,-5.97422442956608e-19,-3.5845346577396484e-19
1.8982425118594748e-9,-6.00554105638428e-19,-3.603324633830568e-19
1.903211261569718e-9,-6.037021843609662e-19,-3.6222131061657974e-19
1.908193017243922e-9,-6.068667651764104e-19,-3.6412005910584625e-19
1.9131878129258744e-9,-6.10047934588015e-19,-3.6602876075280906e-19
1.918195682748474e-9,-6.132457795524806e-19,-3.679474677314884e-19
1.9232166609339877e-9,-6.1646038748234615e-19,-3.698762324894077e-19
1.928250781794238e-9,-6.196918462483482e-19,-3.7181510774900898e-19
1.9332980797308603e-9,-6.229402441818386e-19,-3.7376414650910323e-19
1.9383585892355607e-9,-6.262056700772121e-19,-3.757234020463273e-19
1.9434323448903074e-9,-6.294882131943064e-19,-3.776929279165839e-19
1.9485193813675863e-9,-6.327879632608536e-19,-3.7967277795651216e-19
1.9536197334306666e-9,-6.361050104749514e-19,-3.816630062849709e-19
1.9587334359337786e-9,-6.394394455074909e-19,-3.836636673044946e-19
1.963860523822418e-9,-6.427913595046768e-19,-3.8567481570280615e-19
1.9690010321335283e-9,-6.461608440904832e-19,-3.8769650645428995e-19
1.974154995995763e-9,-6.495479913691719e-19,-3.8972879482150316e-19
1.9793224506297534e-9,-6.529528939278288e-19,-3.917717363566973e-19
1.984503431348295e-9,-6.563756448388595e-19,-3.938253869033157e-19
1.9896979735566187e-9,-6.598163376625524e-19,-3.958898025975315e-19
1.9949061127526548e-9,-6.632750664496512e-19,-3.9796503986979076e-19
2.000127884527225e-9,-6.667519257438922e-19,-4.0005115544633534e-19
2.005363324564315e-9,-6.702470105846069e-19,-4.021482063507642e-19
2.010612468641336e-9,-6.737604165093345e-19,-4.0425624990560075e-19
2.0158753526293185e-9,-6.772922395563966e-19,-4.06375343733838e-19
2.0211520124932194e-9,-6.808425762675651e-19,-4.085055457605391e-19
2.026442484292111e-9,-6.844115236906637e-19,-4.1064691421439827e-19
2.031746804179451e-9,-6.879991793822355e-19,-4.127995076293413e-19
2.037065008403358e-9,-6.916056414102287e-19,-4.1496338484613727e-19
2.0423971333068048e-9,-6.952310083566423e-19,-4.1713860501398546e-19
2.047743215327894e-9,-6.98875379320237e-19,-4.1932522759214224e-19
2.053103291000134e-9,-7.025388539192635e-19,-4.215233123515581e-19
2.058477396952634e-9,-7.062215322941487e-19,-4.2373291937648925e-19
2.063865569910383e-9,-7.099235151102517e-19,-4.25954109066151e-19
2.069267846694525e-9,-7.136449035606327e-19,-4.2818694213637964e-19
2.0746842642225507e-9,-7.173857993687777e-19,-4.3043147962126665e-19
2.080114859508619e-9,-7.211463047914271e-19,-4.3268778287485626e-19
2.0855596696637494e-9,-7.249265226213278e-19,-4.349559135727967e-19
2.091018731896101e-9,-7.287265561900631e-19,-4.372359337140379e-19
2.0964920835112545e-9,-7.325465093708935e-19,-4.395279056225361e-19
2.1019797619124118e-9,-7.363864865815599e-19,-4.418318919489359e-19
2.1074818046006818e-9,-7.402465927871577e-19,-4.441479556722947e-19
2.1129982491753596e-9,-7.441269335030224e-19,-4.464761601018135e-19
2.1185291333341316e-9,-7.480276147975777e-19,-4.488165688785467e-19
2.124074494873361e-9,-7.519487432952539e-19,-4.511692459771524e-19
2.129634371688371e-9,-7.558904261794203e-19,-4.535342557076522e-19
2.1352088017736425e-9,-7.598527711952724e-19,-4.559116627171634e-19
2.140797823223144e-9,-7.638358866528254e-19,-4.583015319916952e-19
2.1464014742305314e-9,-7.67839881429833e-19,-4.607039288578998e-19
2.152019793089433e-9,-7.71864864974781e-19,-4.631189189848687e-19
2.1576528181937403e-9,-7.759109473098983e-19,-4.65546568385939e-19
2.163300588037816e-9,-7.799782390341267e-19,-4.679869434204761e-19
2.168963141216784e-9,-7.840668513261632e-19,-4.70440110795698e-19
2.1746405164268193e-9,-7.881768959475171e-19,-4.729061375685104e-19
2.18033275246536e-9,-7.923084852455286e-19,-4.753850911473171e-19
2.1860398882313974e-9,-7.964617321564568e-19,-4.778770392938741e-19
2.1917619627257714e-9,-8.006367502085875e-19,-4.803820501251525e-19
2.1974990150513714e-9,-8.048336535252911e-19,-4.829001921151747e-19
2.2032510844134772e-9,-8.090525568281938e-19,-4.854315340969164e-19
2.2090182101199635e-9,-8.132935754402678e-19,-4.879761452641607e-19
2.2148004315815953e-9,-8.175568252890033e-19,-4.90534095173402e-19
2.2205977883123247e-9,-8.21842422909598e-19,-4.931054537457589e-19
2.226410319929506e-9,-8.261504854481009e-19,-4.956902912688606e-19
2.232238066154195e-9,-8.304811306646366e-19,-4.98288678398782e-19
2.238081066811445e-9,-8.348344769366427e-19,-5.009006861619856e-19
2.243939361830528e-9,-8.392106432620662e-19,-5.035263859572397e-19
2.249812991245232e-9,-8.436097492626363e-19,-5.061658495575818e-19
2.2557019951941627e-9,-8.480319151871544e-19,-5.088191491122927e-19
2.261606413920955e-9,-8.524772619147338e-19,-5.114863571488403e-19
2.26752628777462e-9,-8.569459109581581e-19,-5.141675465748949e-19
2.273461657209756e-9,-8.61437984467155e-19,-5.16862790680293e-19
2.279412562786855e-9,-8.659536052317563e-19,-5.195721631390538e-19
2.285379045172604e-9,-8.704928966856737e-19,-5.222957380114043e-19
2.2913611451401114e-9,-8.750559829096337e-19,-5.250335897457803e-19
2.2973589035692096e-9,-8.796429886347867e-19,-5.277857931808721e-19
2.303372361446765e-9,-8.842540392461412e-19,-5.305524235476848e-19
2.3094015598669015e-9,-8.888892607859463e-19,-5.333335564715678e-19
2.3154465400313086e-9,-8.935487799571596e-19,-5.361292679742958e-19
2.321507343249551e-9,-8.982327241269313e-19,-5.389396344761589e-19
2.3275840109392866e-9,-9.029412213300361e-19,-5.417647327980217e-19
2.3336765846266236e-9,-9.076744002724304e-19,-5.4460464016345835e-19
2.3397851059463387e-9,-9.1243239033472e-19,-5.47459434200832e-19
2.34590961664219e-9,-9.172153215757178e-19,-5.503291929454307e-19
2.35205015856723e-9,-9.22023324736022e-19,-5.532139948416132e-19
2.3582067736840355e-9,-9.268565312415447e-19,-5.561139187449268e-19
2.3643795040650227e-9,-9.317150732071271e-19,-5.590290439242763e-19
2.3705683918927634e-9,-9.365990834401737e-19,-5.619594500641043e-19
2.376773479460215e-9,-9.415086954442361e-19,-5.6490521726654175e-19
2.38299480917104e-9,-9.464440434226869e-19,-5.678664260536122e-19
2.3892324235399224e-9,-9.514052622824084e-19,-5.708431573694451e-19
2.3954863651927933e-9,-9.5639248763743e-19,-5.738354925824581e-19
2.4017566768671972e-9,-9.614058558126937e-19,-5.768435134876163e-19
2.4080434014125177e-9,-9.664455038477279e-19,-5.798673023086368e-19
2.4143465817902985e-9,-9.715115695004164e-19,-5.829069417002499e-19
2.420666261074567e-9,-9.766041912507873e-19,-5.859625147504725e-19
2.42700248245207e-9,-9.817235083047517e-19,-5.890341049828512e-19
2.4333552892225973e-9,-9.868696605979316e-19,-5.921217963587591e-19
2.4397247247993084e-9,-9.920427887995101e-19,-5.952256732797062e-19
2.4461108327089687e-9,-9.972430343160273e-19,-5.983458205896164e-19
